MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,SHYAM METALICS AND ENGY L,       650.35,       651.10,       663.00,       637.00,       656.75,                701685215.35,1074243,N, ,18056,       692.70,       254.55
G,SHYAM TELECOM LIMITED,        10.00,        10.75,        10.75,        10.30,        10.30,                    17394.75,1655,N, ,12,        11.35,         6.30
N,SIGACHI INDUSTRIES LTD,        69.45,        69.45,        71.85,        67.65,        71.35,                241455862.05,3439312,N, ,12231,       419.40,        36.40
N,SIGMA SOLVE LIMITED,       476.05,       485.85,       485.85,       460.00,       472.70,                  3622574.15,7708,N, ,1235,       570.00,       297.25
N,SIGNATUREGLOBAL INDIA LTD,      1125.65,      1114.00,      1130.00,      1110.00,      1125.20,                348647016.35,310925,N, ,6331,      1147.95,       444.00
N,SIL INVESTMENTS LIMITED,       418.25,       420.20,       423.25,       401.00,       406.40,                  1283516.60,3141,N, ,409,       474.95,       252.15
N,SILVER TOUCH TECHNO LTD,       695.55,       698.35,       698.40,       681.10,       695.95,                  9922576.60,14295,N, ,608,       725.00,       310.50
N,SIMBHAOLI SUGARS LTD.,        28.05,        28.05,        28.35,        27.50,        27.95,                  1782268.40,63684,N, ,484,        36.50,        17.80
N,SINDHU TRADE LINKS LTD,        25.60,        25.70,        26.25,        24.90,        25.25,                 63834133.30,2493522,N, ,2472,        35.55,        21.65
N,SINTERCOM INDIA LIMITED,       129.50,       131.75,       131.75,       127.00,       130.00,                  2525791.05,19501,N, ,434,       139.50,        99.00
N,SIRCA PAINT INDIA LIMITED,       406.45,       406.45,       411.20,       392.05,       405.65,                 92250879.75,229551,N, ,19432,       685.00,       297.00
N,SIS LIMITED,       463.10,       468.00,       471.00,       451.10,       465.95,                 21631335.00,46861,N, ,6602,       502.00,       318.95
N,SIYARAM SILK MILLS LTD,       535.75,       535.00,       536.05,       524.25,       534.55,                 28149541.80,53012,N, ,5053,       635.00,       399.30
N,S J LOGISTICS (INDIA) LTD,       218.60,       219.00,       224.90,       215.10,       221.70,                 22758100.00,103000,N, ,97,       228.95,       157.60
N,SJS ENTERPRISES LIMITED,       575.05,       579.80,       579.80,       569.50,       572.60,                 40876989.85,71239,N, ,6399,       745.00,       377.65
N,SJVN LTD,       101.40,       101.50,       102.35,        96.70,       100.60,               3044541916.80,30447421,N, ,88320,       104.85,        30.40
N,SKF INDIA LTD,      4655.15,      4655.15,      4673.95,      4592.60,      4610.30,                 46833129.05,10144,N, ,3243,      5534.95,      3960.10
N,SKIPPER LIMITED,       250.85,       250.45,       255.00,       240.25,       251.90,                156066393.65,625412,N, ,17125,       277.50,        87.25
N,SKM EGG PROD EXPORT(I) LT,       384.95,       380.50,       387.95,       366.10,       379.00,                 16824852.50,44461,N, ,1911,       560.40,       121.60
N,SKP BEARING INDUSTRI. LTD,       262.65,       260.50,       263.75,       254.05,       257.80,                  5177025.00,20000,N, ,38,       282.00,       136.50
N,SMARTLINK HOLDINGS LTD,       184.40,       183.00,       184.95,       176.00,       180.15,                  8999850.60,50241,N, ,1469,       204.95,       127.20
N,SMC GLOBAL SECURITIES LTD,       105.65,       104.90,       106.20,       101.35,       103.70,                 25706681.05,247810,N, ,3893,       113.60,        69.70
N,SML ISUZU LIMITED,      1286.50,      1282.00,      1304.80,      1252.25,      1289.40,                 20524654.55,16081,N, ,3375,      1578.35,       661.55
N,SARTHAK METALS LIMITED,       257.50,       253.65,       265.10,       248.00,       250.20,                 12360656.25,48804,N, ,2952,       295.00,       138.30
N,SMS LIFESCIENCES (I) LTD,       587.00,       590.95,       593.90,       576.00,       579.00,                   908088.80,1558,N, ,223,       707.05,       472.05
N,SMS PHARMACEUTICALS LTD.,       125.65,       125.65,       127.50,       121.90,       125.55,                 16090559.80,129143,N, ,3026,       140.00,        54.55
N,SMVD POLY PACK LIMITED,        12.60,        12.00,        12.10,        12.00,        12.00,                   292092.00,24240,N, ,3,        16.15,         7.60
N,SNOWMAN LOGISTICS LTD.,        70.20,        73.40,        73.40,        66.40,        70.85,                191826091.90,2753395,N, ,13831,        79.25,        30.30
N,SOBHA LIMITED,      1326.50,      1329.55,      1556.75,      1241.00,      1474.95,               4322923284.25,2950905,N, ,143790,      1556.75,       412.10
N,SOLARA ACTIVE PHA SCI LTD,       433.70,       432.45,       435.90,       421.40,       426.10,                 89459212.70,208977,N, ,12623,       449.80,       286.00
N,SOLAR INDUSTRIES (I) LTD,      6777.05,      6776.95,      6945.95,      6675.25,      6913.80,                826736679.60,121064,N, ,26500,      7832.90,      3453.35
N,SOLEX ENERGY LIMITED,       553.50,       551.00,       553.95,       525.00,       536.55,                  4508130.00,8400,N, ,40,       760.30,       261.00
N,SOMANY CERAMICS LIMITED,       692.20,       691.40,       699.70,       679.00,       696.70,                 19998063.85,29024,N, ,3136,       819.00,       465.95
N,SONA BLW PRECISION FRGS L,       577.10,       577.00,       581.25,       562.10,       576.95,                706091134.50,1231476,N, ,44870,       669.95,       401.10
N,SONATA SOFTWARE LTD,       759.65,       759.65,       770.00,       732.45,       765.85,                315261370.20,417635,N, ,24202,      1485.00,       576.50
N,SONU INFRATECH LIMITED,        61.00,        62.50,        62.50,        62.50,        62.50,                   375000.00,6000,N, ,2,        78.40,        30.30
N,SOTAC PHARMACEUTICALS LTD,       122.00,       121.95,       121.95,       121.95,       121.95,                   146340.00,1200,N, ,1,       148.90,        97.00
N,SAVITA OIL TECHNOLO. LTD,       357.30,       357.30,       362.40,       352.20,       358.25,                 26099832.10,72937,N, ,5006,       389.00,       232.30
N,THE SOUTH INDIAN BANK LTD,        28.40,        28.30,        31.95,        27.15,        30.75,               8429605284.45,277548327,N, ,168341,        31.95,        13.75
N,S. P. APPARELS LIMITED,       603.95,       593.35,       609.30,       585.20,       589.80,                 16905017.55,28520,N, ,3416,       674.85,       271.00
N,SPANDANA SPHOORTY FIN LTD,      1143.95,      1143.90,      1164.75,      1121.05,      1139.35,                 88757685.05,77360,N, ,10830,      1243.20,       470.00
N,SUN PHARMA ADV.RES.CO.LTD,       372.95,       373.00,       384.80,       360.15,       379.10,                264523661.30,701614,N, ,10454,       423.35,       162.10
N,SPACENET ENTERS IND LTD,        33.70,        33.85,        35.00,        32.75,        33.20,                 48219580.80,1444417,N, ,2472,        37.15,        15.45
N,SPECIALITY REST LTD,       219.55,       216.00,       216.00,       204.00,       212.55,                 74318309.70,354909,N, ,12850,       282.65,       168.20
N,SPECTRUM ELECTRIC IND LTD,      1174.55,      1210.00,      1225.00,      1139.00,      1200.00,                  3740525.00,3125,N, ,15,      1470.00,       123.70
N,SPECTRUM TALENT MGMT LTD,       112.60,       114.90,       116.60,       113.50,       114.35,                  7224360.00,62400,N, ,75,       168.85,        89.00
N,SPENCER S RETAIL LIMITED,       101.55,       101.55,       105.95,        97.80,       103.45,                 85980457.35,839226,N, ,4684,       125.00,        51.45
N,SPIC LTD,        81.20,        81.00,        83.85,        78.75,        81.05,                226275227.60,2780860,N, ,11283,        86.45,        52.05
N,SPL INDUSTRIES LIMITED,        74.05,        73.00,        75.15,        71.50,        73.00,                  5508304.65,75349,N, ,682,        80.65,        53.30
N,SUPREME PETROCHEM LIMITED,       548.10,       547.80,       553.80,       524.35,       537.55,                 94254814.10,174991,N, ,22664,       618.00,       345.30
N,SPORTKING INDIA LIMITED,       809.45,       810.95,       812.80,       780.00,       806.60,                  9109708.35,11407,N, ,2142,       948.15,       638.75
N,SREELEATHERS LIMITED,       360.55,       360.55,       364.00,       335.50,       350.75,                 18114572.60,51596,N, ,6046,       433.70,       160.60
N,SRG HOUSING FINANCE L,       303.00,       300.05,       300.55,       286.30,       291.70,                   523764.30,1784,N, ,124,       336.75,       230.00
N,SREE RAYALSEEMA HHP LTD.,       595.45,       595.45,       607.55,       578.90,       596.15,                 19419950.55,32698,N, ,3387,       814.00,       375.00
N,SRIVASAVI ADHESIVE TAPE L,       142.90,       145.90,       145.90,       141.30,       142.00,                  3455750.00,24000,N, ,24,       181.00,        35.50
N,SRIVARI SPICES N FOODS L,       255.05,       255.50,       267.00,       255.50,       267.00,                  3415650.00,13000,N, ,12,       282.55,       103.00
N,STEEL STRIPS WHEELS LTD.,       264.25,       265.00,       270.95,       253.25,       260.80,                186248285.55,711779,N, ,27899,       299.00,       128.25
N,STRIDES PHARMA SCI LTD,       653.75,       657.00,       681.15,       652.20,       674.80,                447408755.70,667761,N, ,31802,       736.00,       268.15
N,STAR CEMENT LIMITED,       176.55,       176.95,       178.50,       169.55,       175.70,                 72206949.30,412991,N, ,15225,       185.00,       101.00
N,STAR HEALTH & AL INS CO L,       557.05,       554.95,       572.60,       548.00,       568.65,               1090959449.85,1937551,N, ,41005,       675.00,       481.55
N,STAR PAPER MILLS LTD,       238.35,       235.95,       243.00,       233.00,       237.75,                 20659560.95,86522,N, ,4505,       259.00,       142.10
N,THE STATE TRADING CORPN,       161.45,       162.20,       165.35,       155.00,       159.90,                 62638427.50,390713,N, ,14936,       177.80,        65.45
N,STEELCAST LIMITED,       678.55,       680.45,       709.15,       654.75,       686.75,                 24320288.40,36191,N, ,6644,       747.00,       437.95
N,STEEL CITY SECURITIES LTD,        75.20,        76.65,        76.75,        73.35,        75.00,                  3209251.15,42927,N, ,518,        85.55,        57.40
N,STEEL EXCHANGE INDIA LTD,        12.35,        12.35,        12.65,        11.80,        12.25,                 54647403.60,4452320,N, ,7186,        17.25,         7.80
N,STEL HOLDINGS LIMITED,       297.45,       295.70,       299.85,       290.55,       296.90,                  1403448.65,4754,N, ,491,       347.00,       225.25
N,STERLING TOOLS LIMITED,       385.95,       390.00,       397.55,       376.40,       393.85,                 41064210.95,105199,N, ,7732,       449.75,       310.15
N,STERLITE TECHNOLOGIES LTD,       143.75,       143.75,       145.60,       141.10,       144.45,                120256231.35,837047,N, ,9521,       192.90,       128.55
N,STOVE KRAFT LIMITED,       458.90,       458.80,       459.75,       444.55,       449.90,                 54413966.80,120650,N, ,10120,       579.00,       353.10
N,STYLAM INDUSTRIES LIMITED,      1707.90,      1707.90,      1715.00,      1657.55,      1698.30,                 45981290.05,27175,N, ,5938,      1970.70,       945.00
N,STYRENIX PERFORMANCE LTD,      1525.85,      1515.05,      1563.00,      1500.20,      1538.30,                 20677349.30,13440,N, ,2554,      1616.95,       696.10
N,SUBEX LTD,        36.85,        36.85,        38.30,        35.50,        37.05,                777233684.15,21034781,N, ,22326,        43.50,        25.00
N,SUBROS LIMITED,       631.55,       635.80,       654.25,       616.45,       652.50,                118407130.75,184310,N, ,17518,       701.00,       271.05
N,SUDARSHAN CHEMICAL INDS L,       504.10,       503.00,       523.40,       500.95,       519.10,                 59325394.55,115516,N, ,10443,       566.95,       341.00
N,SUKHJIT STARCH & CHEM LTD,       527.95,       527.60,       533.40,       515.60,       525.90,                  8572423.35,16280,N, ,2341,       597.90,       360.30
N,SULA VINEYARDS LIMITED,       617.45,       617.00,       649.00,       602.00,       637.30,                829753635.65,1309301,N, ,49995,       699.00,       326.35
N,SUMITOMO CHEM INDIA LTD,       399.90,       399.90,       403.50,       394.60,       400.00,                133762568.55,334564,N, ,16381,       494.90,       371.00
N,SUMMIT SECURITIES LTD,      1200.55,      1200.55,      1245.00,      1152.05,      1241.45,                 15429563.90,12879,N, ,1944,      1508.00,       530.10
N,SUNDARAM CLAYTON LIMITED,      1565.40,      1552.00,      1586.35,      1525.00,      1531.55,                 19789673.70,12786,N, ,2066,      1783.75,      1439.80
N,SUNDARAM FINANCE LTD,      3589.20,      3607.15,      3673.85,      3570.20,      3633.30,                108750691.90,29880,N, ,9356,      3865.00,      2206.00
N,SUNDARAM FINANCE HOLD LTD,       163.35,       163.10,       168.40,       158.05,       162.20,                 23791695.00,146373,N, ,6731,       178.35,        74.00
N,SUNDARAM BRAK LININGS LTD,       621.45,       622.25,       638.85,       592.55,       626.75,                  4115414.10,6780,N, ,988,       706.85,       585.00
N,SUNDRAM FASTENERS LTD,      1267.70,      1274.00,      1280.00,      1247.35,      1275.80,                 65470807.70,51703,N, ,9969,      1340.70,       952.10
N,SUNFLAG IRON AND STEEL CO,       230.90,       231.10,       235.30,       216.65,       223.60,                323388548.10,1434391,N, ,38455,       248.80,       124.30
N,SUNREST LIFESCIENCE LTD,        69.00,        70.40,        71.90,        70.40,        71.00,                   793760.00,11200,N, ,7,        84.00,        57.40
N,SUNTECK REALTY LIMITED,       450.95,       449.15,       461.75,       432.00,       458.80,                367345905.95,813616,N, ,36523,       511.40,       271.10
N,SUN TV NETWORK LIMITED,       665.70,       665.70,       675.50,       656.35,       671.15,                351957376.55,526980,N, ,28791,       734.90,       393.80
N,SUPERHOUSE LIMITED,       248.35,       246.00,       250.00,       238.40,       246.30,                  6269039.25,25643,N, ,879,       286.70,       190.15
N,SUPRAJIT ENGINEERING LTD,       393.70,       397.40,       397.40,       382.25,       391.50,                117164081.75,300602,N, ,18710,       446.40,       317.25
N,SUPREME INDUSTRIES LTD,      4062.60,      4059.00,      4059.00,      3911.00,      3924.50,                679424765.45,170956,N, ,30865,      4888.00,      2335.00
N,SUPREME POWER EQUIPMENT L,       166.80,       167.05,       183.45,       161.55,       183.45,                155028000.00,878000,N, ,373,       191.00,        95.00
N,SUPRIYA LIFESCIENCE LTD,       302.35,       302.05,       305.10,       291.25,       300.35,                 78114527.50,261794,N, ,12756,       332.65,       170.15
N,SURAJ ESTATE DEVELOPERS L,       345.55,       345.60,       349.05,       336.95,       343.20,                 59083915.35,172255,N, ,6633,       364.80,       324.05
N,SURANI STEEL TUBES LTD.,       376.45,       389.90,       395.25,       358.00,       368.00,                  7990120.00,21600,N, ,44,       395.25,        29.00
N,SURYALAKSHMI COT MIL LTD,        74.85,        76.45,        76.50,        70.55,        74.45,                  2579645.55,34929,N, ,496,        89.50,        43.45
N,SURYA ROSHNI LTD,       803.65,       802.00,       819.00,       762.85,       801.45,                266938984.15,334448,N, ,20445,      1154.00,       480.40
N,SURYODAY SMALL FIN BK LTD,       169.05,       167.70,       177.00,       162.00,       174.60,                214707325.15,1261296,N, ,28239,       194.55,        90.50
N,SUTLEJ TEXT & INDUS LTD,        61.00,        61.15,        62.60,        59.55,        61.15,                 17152170.35,279606,N, ,2900,        70.00,        38.00
N,SUVEN LIFE SCIENCES LTD,       109.95,       109.95,       115.00,       103.00,       113.80,                120128855.95,1084626,N, ,7875,       129.00,        45.00
N,SUVEN PHARMACEUTICALS LTD,       668.15,       674.80,       685.00,       651.15,       680.75,                136279675.30,202820,N, ,14891,       768.00,       463.30
N,SUZLON ENERGY LIMITED,        40.90,        40.90,        42.90,        40.10,        42.90,               3255650126.10,77361249,N, ,116074,        45.70,         6.95
N,SWAN ENERGY LIMITED,       539.25,       536.10,       552.60,       525.80,       549.15,               1736916127.35,3195368,N, ,35579,       575.00,       192.65
N,SWARAJ SUITING LIMITED,       118.50,       124.40,       124.40,       124.35,       124.40,                  6344250.00,51000,N, ,36,       145.05,        30.60
N,SWARAJ ENGINES LTD,      2325.35,      2308.40,      2363.15,      2275.55,      2338.65,                 10956490.15,4714,N, ,1729,      2553.75,      1513.20
N,SWASTIK PIPE LIMITED,        99.80,       103.50,       104.00,        98.65,        99.25,                  6505800.00,64800,N, ,52,       126.00,        68.75
N,SWELECT ENERGY SYS LTD,       583.70,       581.00,       612.00,       562.35,       597.85,                 26172294.40,44204,N, ,5369,       688.00,       263.45
N,STRLNG & WIL REN ENE LTD,       448.90,       455.00,       465.00,       433.85,       457.30,               1199095635.00,2669090,N, ,38818,       478.00,       253.00
N,SYMPHONY LIMITED,       929.20,       929.20,       941.65,       905.10,       929.10,                 99972809.20,108083,N, ,10062,      1219.00,       825.00
N,SYNCOM FORMU (I) LTD,        15.30,        15.45,        15.70,        14.70,        15.30,                110585477.85,7243362,N, ,12113,        18.65,         4.60
N,SYNGENE INTERNATIONAL LTD,       702.60,       702.40,       707.75,       684.30,       696.65,               1101231464.15,1588610,N, ,38337,       860.25,       545.00
N,SYNOPTICS TECHNOLOGIES L,       143.55,       143.90,       143.90,       138.00,       143.65,                  1703580.00,12000,N, ,19,       188.00,       115.00
N,SYRMA SGS TECHNOLOGY LTD,       605.05,       606.00,       621.70,       594.60,       601.50,                465683430.15,767498,N, ,30832,       705.20,       248.10
N,SYSTANGO TECHNOLOGIES LTD,       277.65,       277.65,       282.70,       273.75,       275.40,                 12758260.00,46000,N, ,105,       316.55,       114.05
N,TAINWALA CHEMICAL AND PLA,       146.70,       149.55,       150.05,       145.00,       145.65,                  1433272.75,9800,N, ,481,       166.60,       101.05
N,TAJ GVK HOTELS & RESORTS,       242.50,       240.70,       248.00,       235.50,       243.00,                 44339878.80,183379,N, ,10478,       286.15,       173.05
N,TAKE SOLUTIONS LTD,        28.30,        28.60,        29.50,        27.15,        29.20,                 57430978.85,2008510,N, ,5983,        30.10,        19.75
N,TANLA PLATFORMS LIMITED,      1185.95,      1179.05,      1191.95,      1108.00,      1153.95,               1110108587.40,967901,N, ,44925,      1317.95,       493.00
N,TAPI FRUIT PROCESSING LTD,       168.00,       168.00,       168.00,       168.00,       168.00,                   126000.00,750,N, ,1,       248.85,        66.50
N,TARA CHAND INFRA SOLN LTD,       175.65,       177.10,       181.50,       175.50,       179.00,                  4660800.00,26000,N, ,26,       214.00,        58.75
N,TARMAT LIMITED,        91.30,        92.15,       107.50,        90.85,       105.25,                218019707.45,2131122,N, ,17326,       107.50,        49.10
N,TARSONS PRODUCTS LIMITED,       498.80,       500.00,       502.95,       490.40,       500.05,                 36756110.80,73712,N, ,6547,       722.90,       444.15
N,TASTY BITE EATABLES LTD,     14027.00,     14200.00,     14200.00,     13705.20,     13907.95,                 19542674.00,1403,N, ,752,     19791.95,      7961.00
N,TATA CHEMICALS LTD,      1083.65,      1080.00,      1092.50,      1048.00,      1066.25,                840065349.25,785453,N, ,40604,      1141.00,       912.00
N,TATA COMMUNICATIONS LTD,      1697.50,      1697.00,      1801.95,      1690.80,      1769.60,               8020226159.60,4604722,N, ,150223,      1957.35,      1156.80
N,TATA ELXSI LIMITED,      8597.80,      8550.00,      8579.95,      8033.60,      8310.70,               2528441383.40,306055,N, ,58752,      9200.00,      5882.55
N,TATA INVESTMENT CORP LTD,      4318.25,      4300.00,      4453.40,      4240.05,      4383.15,                566476342.35,129621,N, ,26023,      4736.60,      1730.00
N,TATA METALIKS LTD,      1031.60,      1035.95,      1037.90,      1004.35,      1026.55,                124533976.90,122187,N, ,4915,      1093.60,       721.00
N,TATA MOTORS DVR  A  ORD,       536.95,       536.95,       546.70,       527.30,       544.55,                812575147.15,1508078,N, ,26874,       550.50,       202.00
N,TATA TECHNOLOGIES LIMITED,      1156.50,      1155.10,      1160.90,      1130.10,      1150.40,                877110027.60,763685,N, ,53028,      1400.00,      1130.10
N,TATVA CHIN PHARM CHEM LTD,      1463.45,      1450.00,      1460.80,      1422.00,      1425.50,                 67463442.75,47027,N, ,7660,      2192.00,      1399.90
N,TRIB BHIMJI ZAVERI LTD,       131.15,       130.95,       132.80,       127.65,       130.10,                 36022186.30,277175,N, ,6396,       144.95,        58.15
N,TRANSPORT CORPN OF INDIA,       847.10,       847.10,       854.80,       828.80,       843.80,                 39715457.15,47125,N, ,6163,       912.00,       591.00
N,TCI EXPRESS LIMITED,      1364.75,      1364.85,      1371.00,      1326.20,      1330.65,                 64706246.85,48389,N, ,7755,      1886.00,      1293.55
N,TCNS CLOTHING CO. LIMITED,       377.35,       377.00,       380.05,       367.10,       376.70,                 28367545.25,75939,N, ,4659,       542.00,       341.15
N,TCPL PACKAGING LIMITED,      2149.15,      2127.65,      2169.15,      2095.00,      2128.40,                 22190115.50,10450,N, ,1810,      2365.00,      1248.95
N,TD POWER SYSTEMS LTD.,       266.70,       268.00,       272.20,       259.60,       270.05,                 91607015.20,344530,N, ,20131,       307.85,       121.25
N,TEAMLEASE SERVICES LTD.,      3158.75,      3192.00,      3192.00,      3026.75,      3163.10,                 71802298.50,22953,N, ,8653,      3325.30,      2007.25
N,TRIDENT TECHLABS LIMITED,       170.80,       169.15,       187.85,       169.15,       187.85,                 56724600.00,308000,N, ,70,       204.95,        93.25
N,TECHNO ELEC & ENG CO. LTD,       777.70,       771.00,       799.95,       753.75,       795.85,                 75877234.40,96763,N, ,13034,       844.50,       306.70
N,TEGA INDUSTRIES LIMITED,      1108.10,      1107.80,      1113.70,      1071.00,      1103.95,                 67383039.75,61534,N, ,8633,      1224.40,       559.00
N,TEJAS NETWORKS LIMITED,       854.40,       850.05,       855.95,       830.10,       848.60,                202343551.00,239074,N, ,13696,       940.00,       510.00
N,TEMBO GLOBAL IND LTD,       297.00,       295.00,       302.30,       291.75,       296.30,                 21654952.40,72881,N, ,2151,       332.65,       139.80
N,TERA SOFTWARE LIMITED,        72.75,        74.05,        78.00,        72.05,        73.95,                 21015120.75,281141,N, ,2811,        82.50,        28.50
N,TEXMACO INFRA & HOLDG LTD,       107.00,       107.70,       108.50,       101.10,       106.05,                116344478.70,1108408,N, ,9984,       118.60,        47.55
N,TEXMO PIPE & PRODUCTS LTD,        81.70,        82.00,        85.00,        79.00,        83.10,                 32603830.85,394529,N, ,2820,        90.00,        67.40
N,TEXMACO RAIL & ENG. LTD.,       186.55,       186.70,       189.50,       179.00,       187.85,               1053320757.75,5696186,N, ,58652,       195.00,        40.60
N,TOURISM FINANCE CORP. OF,       169.35,       170.00,       175.00,       166.75,       171.45,                928490044.25,5410405,N, ,19027,       195.80,        67.20
N,THANGAMAYIL JEWELLERY LTD,      1351.30,      1362.00,      1362.00,      1285.60,      1324.15,                 48881720.90,37188,N, ,2731,      1734.00,       846.00
N,THE INVEST TRUST OF IND L,       141.15,       146.00,       148.20,       139.70,       148.15,                 12049459.60,82183,N, ,1474,       148.20,        63.35
N,THEJO ENGINEERING LIMITED,      1847.25,      1850.10,      1867.95,      1782.60,      1843.70,                  9275741.15,5078,N, ,677,      2293.90,      1126.10
N,THEMIS MEDICARE LTD.,       213.00,       212.00,       217.40,       206.05,       214.70,                 16503147.80,77561,N, ,6626,      1971.65,       142.00
N,THERMAX LTD,      3088.60,      3074.95,      3105.00,      3001.50,      3073.90,                 88264275.00,28876,N, ,8498,      3268.00,      1872.00
N,THOMAS COOK (INDIA) LTD,       163.15,       161.10,       164.50,       152.55,       156.50,                213590151.05,1356205,N, ,10865,       175.70,       134.70
N,THYROCARE TECH LTD,       635.20,       635.00,       647.80,       619.15,       625.20,                 57889945.90,91701,N, ,20525,       695.00,       415.40
N,TILAKNAGAR INDUSTRIES LTD,       244.25,       240.05,       246.75,       236.30,       243.85,                101018821.45,416099,N, ,13933,       291.40,        98.20
N,TIDE WATER OIL LTD,      1357.25,      1367.95,      1374.60,      1313.60,      1344.75,                 48641022.55,36243,N, ,6913,      1467.00,       805.15
N,TECHNOCRAFT IND LTD,      2338.00,      2345.15,      2345.15,      2260.00,      2282.80,                 17461467.70,7598,N, ,1579,      2725.00,       883.25
N,TUBE INVEST OF INDIA LTD,      3826.65,      3795.70,      3905.70,      3670.05,      3849.55,               1257942906.05,333718,N, ,26388,      4069.45,      2375.00
N,TIJARIA POLYPIPES LTD,         6.30,         6.50,         6.50,         6.00,         6.20,                   719560.95,116194,N, ,257,         7.95,         4.10
N,TIME TECHNOPLAST LTD.,       172.05,       172.90,       176.70,       169.20,       173.80,                257057227.10,1483082,N, ,22425,       194.10,        69.40
N,TIMKEN INDIA LTD.,      3392.20,      3361.40,      3379.90,      3266.50,      3290.55,                 64788144.55,19584,N, ,5638,      3569.85,      2660.00
N,THE TINPLATE CO. (I) LTD,       432.05,       435.80,       435.80,       419.90,       430.50,                375799402.20,877141,N, ,12784,       461.90,       301.95
N,TIPS INDUSTRIES LIMITED,       388.30,       385.40,       389.50,       376.80,       382.20,                140450904.45,366202,N, ,15396,      1740.00,       148.30
N,THIRUMALAI CHEMICALS LTD,       236.80,       237.00,       241.80,       231.00,       238.35,                163956791.35,691773,N, ,20151,       256.85,       168.30
N,TITAGARH RAIL SYSTEMS LTD,      1078.90,      1079.00,      1089.00,      1020.10,      1053.35,               1287628221.80,1223259,N, ,57599,      1119.95,       193.30
N,TAMILNAD MERCA BANK LTD,       503.15,       502.00,       505.25,       493.00,       494.55,                 81313595.45,164025,N, ,18943,       611.35,       399.00
N,TAMILNADU PETROPRODUCTS L,       101.40,       101.00,       102.60,        98.20,       100.95,                 45646136.25,453295,N, ,5904,       110.50,        68.35
N,TAMILNADU NEWSPRT & PAPER,       300.55,       300.00,       308.00,       296.55,       301.60,                 93328949.65,308380,N, ,13646,       321.40,       200.00
N,TAMILNADU TELECOMMUNICATI,        10.25,        10.45,        10.45,         9.80,        10.10,                   714281.50,70878,N, ,675,        12.45,         5.30
N,TOKYO PLAST INTL LTD,       115.50,       117.00,       117.00,       105.40,       110.15,                  8460159.95,77595,N, ,1422,       138.75,        88.20
N,TORRENT POWER LTD,      1001.90,      1001.95,      1011.75,       975.25,       997.10,                174335200.45,175007,N, ,15014,      1071.95,       430.85
N,TOTAL TRANSPORT SYS LTD,       133.95,       138.00,       142.10,       135.00,       137.45,                  9548975.15,68945,N, ,1589,       186.60,       110.10
N,TPL PLASTECH LIMITED,        61.05,        61.50,        64.60,        60.10,        63.60,                 84857069.40,1342717,N, ,8159,        65.25,        27.10
N,TRACXN TECHNOLOGIES LTD,       112.20,       112.00,       115.00,       107.00,       114.50,                366229959.45,3278982,N, ,21389,       124.20,        60.10
N,TRANSTEEL SEATING TECH L,        93.00,        90.70,        94.00,        90.70,        93.55,                  3144400.00,34000,N, ,16,       112.40,        80.35
N,TREE HOUSE EDU LTD,        22.65,        23.40,        23.75,        22.70,        23.75,                  2296104.90,98268,N, ,648,        27.15,        10.55
N,TRANSINDIA REAL ESTATE L,        50.60,        50.85,        52.50,        49.35,        51.90,                 50408598.40,977590,N, ,5221,        58.40,        32.80
N,TRENT LTD,      3147.85,      3138.00,      3185.00,      3090.00,      3151.75,               1383545800.00,439730,N, ,36662,      3240.95,      1155.00
N,TRF LIMITED,       253.50,       252.95,       256.05,       249.60,       252.85,                 18465886.05,73092,N, ,2362,       293.95,       155.10
N,TRIDENT LIMITED,        44.30,        44.30,        46.25,        42.85,        45.75,               1574893856.25,35030329,N, ,85506,        52.90,        25.05
N,TRIDHYA TECH LIMITED,        35.75,        35.55,        35.55,        32.45,        33.75,                  4523550.00,135000,N, ,43,        55.00,        32.45
N,TRIGYN TECHNOLOGIES LTD,       155.75,       156.00,       157.75,       148.65,       154.15,                 61583601.45,401085,N, ,10797,       164.00,        85.00
N,TRANS & RECTI. LTD,       262.50,       263.05,       267.00,       248.15,       264.30,                129272189.35,495738,N, ,21212,       287.70,        52.25
N,TRIVENI TURBINE LIMITED,       405.30,       404.40,       404.40,       393.00,       397.65,                140079641.40,350861,N, ,16041,       456.60,       259.05
N,TRIVENI ENGG. & INDS. LTD,       328.35,       330.00,       337.65,       324.20,       334.65,                160716818.30,484027,N, ,17332,       416.50,       250.10
N,TRUCAP FINANCE LIMITED,        78.80,        78.00,        80.70,        76.35,        77.35,                245835248.60,3150439,N, ,12426,        87.10,        37.25
N,TTK HEALTHCARE LIMITED,      1438.70,      1445.90,      1445.90,      1394.00,      1434.85,                  8510090.70,5979,N, ,1038,      1500.00,       828.10
N,TTK PRESTIGE LTD,       787.85,       786.85,       788.45,       761.90,       773.00,                 62847408.80,81268,N, ,8967,       832.70,       652.35
N,T T LIMITED,       108.95,       110.70,       110.70,       104.20,       108.75,                  3176984.55,29331,N, ,497,       116.80,        64.80
N,TATA TELESERV(MAHARASTRA),        88.60,        88.60,        90.25,        85.85,        89.35,                472084843.30,5332156,N, ,22920,       109.10,        49.65
