MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,CAPACITE INFRAPROJECT LTD,       262.30,       261.10,       271.40,       255.30,       266.80,                448097704.10,1693313,N, ,31604,       294.75,       108.90
N,CAPLIN POINT LAB LTD.,      1480.00,      1479.00,      1508.85,      1425.25,      1450.60,                197505748.25,134992,N, ,17405,      1508.85,       575.00
N,CAPITAL TRUST LIMITED,       112.55,       112.55,       113.95,       106.05,       113.20,                  4485078.80,40376,N, ,2174,       124.50,        52.10
N,CARBORUNDUM UNIVERSAL LTD,      1142.95,      1137.25,      1144.45,      1118.20,      1129.75,                 85146930.85,75275,N, ,5374,      1304.90,       900.10
N,CAREER POINT LIMITED,       229.45,       234.00,       263.70,       225.00,       261.80,                160164968.55,629700,N, ,7943,       263.70,       187.00
N,CARE RATINGS LIMITED,       947.65,       944.80,       962.10,       933.95,       955.45,                 47638314.45,50072,N, ,5945,      1010.00,       590.00
N,CARTRADE TECH LIMITED,       702.55,       703.00,       737.90,       700.00,       726.70,                196108448.30,271541,N, ,27613,       899.65,       340.15
N,CARYSIL LIMITED,       830.95,       830.95,       879.95,       828.30,       845.30,                221736037.75,260830,N, ,29456,       980.00,       431.05
N,CASTROL INDIA LIMITED,       167.95,       167.65,       180.00,       166.05,       177.45,               3018634355.15,17216182,N, ,121365,       196.40,       107.40
N,NET AVENUE TECHNOLOGIES L,        29.00,        28.55,        29.00,        28.50,        29.00,                  1384400.00,48000,N, ,6,        42.00,        27.20
N,COUNTRY CLUB HOSP HOL LTD,        15.35,        15.10,        15.60,        14.80,        15.30,                  4220935.60,276928,N, ,1664,        16.65,         6.80
N,CCL PRODUCTS (I) LTD,       628.35,       625.60,       632.00,       623.00,       629.30,                 44850991.50,71363,N, ,9114,       749.50,       511.65
N,CENTRAL DEPO SER (I) LTD,      1847.50,      1845.00,      1855.95,      1770.05,      1820.65,               1742848369.45,963185,N, ,57002,      1987.70,       880.90
N,CEAT LIMITED,      2423.00,      2427.00,      2541.55,      2380.10,      2521.40,               1089714787.80,436846,N, ,35111,      2642.00,      1357.00
N,CELLECOR GADGETS LIMITED,       308.30,       309.00,       309.00,       295.45,       299.20,                 19483440.00,64800,N, ,50,       355.00,        88.15
N,CELLO WORLD LIMITED,       876.55,       878.80,       880.60,       857.05,       870.00,                185612758.10,213300,N, ,12516,       920.00,       748.55
N,CELL POINT (INDIA) LTD,        47.65,        47.70,        49.00,        47.25,        48.40,                  1037820.00,21600,N, ,18,        63.80,        41.00
N,CENTURY ENKA LTD,       460.80,       462.00,       475.15,       452.75,       466.65,                 20376257.40,43777,N, ,4694,       504.00,       340.00
N,CENTURY EXTRUSIONS LTD,        26.85,        28.15,        28.15,        28.15,        28.15,                  9868235.85,350559,N, ,522,        28.15,        15.30
N,CENTRAL BANK OF INDIA,        51.35,        51.60,        53.40,        49.25,        52.80,               2115747588.90,40878518,N, ,45804,        56.00,        22.25
N,CENTRUM CAPITAL LIMITED,        32.60,        32.40,        33.15,        31.20,        32.50,                 48374704.20,1496636,N, ,4841,        36.90,        16.85
N,CENTUM ELECTRONICS LTD,      1426.90,      1425.00,      1438.90,      1368.00,      1427.55,                 17364919.15,12302,N, ,2555,      1605.00,      1324.65
N,CENTURY PLYBOARDS (I) LTD,       785.15,       785.30,       806.80,       776.55,       800.15,                938243411.60,1175099,N, ,38568,       849.50,       436.00
N,CENTURY TEXTILES LTD,      1398.05,      1398.95,      1414.55,      1365.00,      1388.95,                206114345.60,148501,N, ,5224,      1598.90,       588.00
N,CERA SANITARYWARE LTD,      8027.95,      8027.95,      8036.95,      7796.20,      7934.30,                 82949348.95,10471,N, ,4386,      9740.00,      5230.00
N,CESC LTD,       138.35,       137.10,       142.50,       132.00,       141.40,               1565173314.50,11276056,N, ,48806,       143.50,        62.10
N,CAPRI GLOBAL CAPITAL LTD,       988.50,       987.00,      1016.30,       945.10,       954.00,               1652856182.55,1717850,N, ,37645,      1049.00,       566.00
N,CG POWER AND IND SOL LTD,       463.10,       460.00,       462.10,       450.10,       453.05,                999501121.55,2191907,N, ,31583,       503.45,       276.65
N,CHALET HOTELS LIMITED,       724.35,       726.00,       740.00,       715.20,       719.45,                220770267.80,302603,N, ,35363,       769.00,       331.50
N,CHAMBAL FERTILIZERS LTD,       384.95,       380.55,       385.00,       359.65,       382.60,               1902848078.90,5071949,N, ,55918,       402.90,       248.40
N,CHAVDA INFRA LIMITED,       107.45,       108.00,       112.50,       108.00,       109.75,                 20316300.00,184000,N, ,92,       121.80,        77.00
N,CHEMBOND CHEMICALS LTD,       556.10,       561.35,       574.00,       543.05,       570.05,                 12496338.30,22268,N, ,2964,       639.50,       230.50
N,CHEMCON SPECIAL CHEM LTD,       281.80,       281.80,       288.90,       273.00,       283.20,                 22761315.35,81201,N, ,6834,       319.45,       221.00
N,CHEMFAB ALKALIS LIMITED,       400.85,       402.25,       402.30,       388.00,       400.70,                 14166721.20,35594,N, ,3196,       448.00,       213.05
N,CHEMPLAST SANMAR LIMITED,       492.05,       486.50,       491.70,       467.00,       487.05,                 40597713.65,84606,N, ,8217,       543.25,       342.05
N,CHENNAI PETROLEUM CORP LT,       855.70,       858.00,       878.00,       834.45,       872.75,               1204190766.10,1397344,N, ,40907,       908.00,       222.65
N,CHEVIOT COMPANY LIMITED,      1431.40,      1445.70,      1459.00,      1402.35,      1442.35,                  8831395.90,6157,N, ,971,      1626.70,       960.30
N,CHOICE INTERNATIONAL LTD,       535.95,       538.00,       539.80,       525.00,       536.05,                150683345.05,282142,N, ,10813,       560.00,       250.85
N,CHOLAMANDALAM FIN HOL LTD,      1019.20,      1018.20,      1030.70,      1005.20,      1017.30,                 55339318.20,54316,N, ,10553,      1296.00,       511.30
N,CIE AUTOMOTIVE INDIA LTD,       492.40,       489.00,       502.95,       478.25,       493.70,                281969385.75,571802,N, ,24564,       579.75,       331.65
N,CIGNITI TECHNOLOGIES LTD,      1018.35,      1016.85,      1044.00,      1001.00,      1038.20,                121536201.85,118103,N, ,11374,      1204.00,       540.10
N,CLEAN SCIENCE & TECH LTD,      1474.00,      1482.00,      1493.95,      1438.00,      1486.90,                149249793.20,101337,N, ,13740,      1622.00,      1227.10
N,CL EDUCATE LIMITED,       101.85,       100.35,       107.60,       100.35,       102.85,                 23610929.60,226447,N, ,3825,       114.00,        48.75
N,VARANIUM CLOUD LIMITED,       118.00,       119.30,       119.30,       114.00,       117.35,                 31196700.00,267000,N, ,248,      1602.40,        99.05
N,CHAMAN LAL SETIA EXP LTD,       237.60,       237.60,       247.65,       234.05,       240.50,                 18397959.20,76857,N, ,5259,       262.50,       124.75
N,CROP LIFE SCIENCE LIMITED,        48.00,        48.00,        48.25,        47.00,        48.25,                   762100.00,16000,N, ,8,        51.95,        36.55
N,CHAMAN METALLICS LIMITED,        91.55,        91.80,        91.80,        87.10,        90.90,                 11182125.00,124500,N, ,74,        98.90,        40.10
N,CYBER MEDIA RES & SER LTD,       156.00,       159.00,       161.00,       159.00,       161.00,                   642360.00,4000,N, ,5,       231.00,       102.90
N,CMS INFO SYSTEMS LIMITED,       370.80,       369.70,       379.80,       365.80,       374.05,                182244686.05,486750,N, ,27352,       421.40,       260.80
N,COASTAL CORPORATION LTD,       318.90,       318.90,       322.00,       305.00,       312.35,                 11204472.15,35601,N, ,2715,       354.15,       165.90
N,COCHIN SHIPYARD LIMITED,       849.10,       857.00,       896.10,       822.00,       865.65,               9524542109.25,11018034,N, ,291704,      1408.85,       410.40
N,COFFEE DAY ENTERPRISE LTD,        61.45,        61.15,        62.75,        59.50,        61.85,                310544426.05,5044996,N, ,13909,        68.65,        26.35
N,COFORGE LIMITED,      6626.95,      6595.45,      6602.45,      6263.05,      6486.60,               3474370245.30,541380,N, ,62831,      6789.00,      3564.75
N,COMMITTED CARGO CARE LTD,        58.25,        58.10,        59.80,        58.10,        59.80,                   374560.00,6400,N, ,4,        87.00,        52.30
N,CONTAINER CORP OF IND LTD,       850.15,       850.00,       850.00,       813.90,       843.65,               1913651435.85,2296029,N, ,78621,       932.70,       555.00
N,CONCORD BIOTECH LIMITED,      1387.90,      1382.00,      1389.00,      1355.15,      1366.65,                 90615832.40,66042,N, ,8813,      1607.00,       900.05
N,CONFIDENCE PETRO IND LTD.,        87.80,        88.00,        88.80,        84.35,        86.20,                153590457.95,1775762,N, ,9802,       104.90,        55.30
N,CONSO. FIN. & HOLD. LTD.,       286.45,       289.90,       294.70,       281.65,       284.40,                 10600298.85,36943,N, ,3255,       346.95,        93.55
N,CONTROL PRINT LIMITED,       999.75,       990.00,      1050.00,       988.00,      1045.85,                 35268270.30,34181,N, ,7233,      1065.50,       387.00
N,CORDS CABLE INDUS LTD.,       111.45,       111.30,       114.00,       109.00,       113.25,                  7290747.10,64933,N, ,899,       125.95,        61.05
N,COROMANDEL INTERNTL. LTD,      1162.10,      1157.10,      1168.95,      1126.50,      1152.70,                292736918.90,254243,N, ,22121,      1271.55,       838.00
N,COSMO FIRST LIMITED,       634.80,       636.00,       640.35,       616.10,       624.40,                 23936235.75,38261,N, ,4516,       796.90,       550.05
N,C P S SHAPERS LIMITED,       385.00,       382.40,       387.90,       380.05,       387.90,                  1838550.00,4800,N, ,8,       495.00,       341.00
N,CRAFTSMAN AUTOMATION LTD,      4822.70,      4846.75,      4886.00,      4655.05,      4698.55,                226075368.20,47651,N, ,14725,      5513.65,      2735.00
N,CRAYONS ADVERTISING LTD,       228.35,       229.00,       236.00,       225.00,       229.85,                 13420000.00,58000,N, ,58,       259.00,       121.50
N,CREATIVE NEWTECH LIMITED,       841.20,       853.00,       853.00,       812.05,       844.95,                 19857691.95,23745,N, ,3011,       906.10,       358.30
G,CREATIVE EYE LIMITED,         4.65,         4.80,         5.00,         4.80,         4.90,                    76015.00,15272,N, ,61,         5.35,         3.10
N,CREDITACCESS GRAMEEN LTD,      1656.30,      1654.95,      1662.95,      1596.00,      1648.70,                559072276.60,344148,N, ,32874,      1796.00,       834.10
N,CREST VENTURES LIMITED,       310.30,       305.95,       348.90,       300.00,       341.30,                218219626.05,666767,N, ,19233,       348.90,       142.30
N,CRISIL LTD,      4102.25,      4102.25,      4129.00,      4071.50,      4102.00,                 26455060.85,6457,N, ,2584,      4454.95,      2950.10
N,CROMPT GREA CON ELEC LTD,       316.85,       315.65,       316.15,       306.60,       309.40,                717022718.80,2307806,N, ,38423,       341.00,       251.00
N,CSB BANK LIMITED,       377.50,       377.50,       385.45,       369.00,       381.05,                 83001428.40,219012,N, ,16718,       422.25,       218.10
N,CSL FINANCE LIMITED,       417.70,       412.00,       433.10,       409.90,       430.75,                 36988268.10,88065,N, ,6837,       498.00,       189.10
N,CAMBRIDGE TECH ENTER LTD,        79.80,        81.50,        82.50,        76.45,        79.30,                  5801535.90,72966,N, ,1360,        86.80,        46.80
N,CITY UNION BANK LTD,       144.25,       144.15,       145.20,       140.45,       143.45,                517514315.55,3612774,N, ,19683,       167.80,       119.50
N,CUMMINS INDIA LTD,      2009.90,      2002.00,      2038.75,      1948.00,      2030.80,                691720632.35,345585,N, ,38702,      2099.00,      1358.40
N,CYBER MEDIA (INDIA) LTD.,        32.05,        32.50,        32.75,        29.80,        30.65,                  2784706.95,89803,N, ,611,        35.40,        16.00
N,CYBERTECH SYSTEMS & SOFTW,       195.05,       196.80,       202.20,       188.60,       195.25,                 37177833.05,189980,N, ,14581,       215.40,        84.80
N,CYIENT LIMITED,      2272.65,      2265.05,      2285.00,      2145.00,      2200.50,                625244612.95,283946,N, ,39140,      2458.95,       831.50
N,CYIENT DLM LIMITED,       678.90,       675.00,       682.80,       656.25,       662.90,                114157127.05,171388,N, ,14242,       778.90,       403.00
N,DALMIA BHARAT LIMITED,      2191.70,      2190.00,      2200.45,      2135.50,      2181.45,                646924657.80,298160,N, ,27387,      2430.70,      1672.00
N,DALMIA BHARAT SUG IN LTD,       394.20,       394.20,       397.55,       386.30,       388.00,                 39045189.35,99756,N, ,5211,       490.00,       310.10
N,DAMODAR INDUSTRIES LTD,        55.75,        55.75,        58.45,        55.10,        56.70,                  1654842.60,29283,N, ,438,        65.65,        36.55
N,DATAMATICS GLOBAL SER LTD,       716.95,       722.85,       736.80,       701.00,       722.00,                 92454103.90,128997,N, ,12717,       791.50,       269.75
N,DATA PATTERNS INDIA LTD,      1976.15,      1971.75,      1982.15,      1900.00,      1933.35,                204767987.40,105851,N, ,14022,      2485.00,      1135.80
N,D.B.CORP LTD,       306.05,       301.00,       312.35,       292.10,       308.00,                 70833859.80,234676,N, ,5236,       325.00,        92.75
N,DILIP BUILDCON LIMITED,       389.65,       389.25,       393.85,       373.95,       386.90,                244172036.25,635268,N, ,21243,       439.00,       159.55
N,DHAMPUR BIO ORGANICS LTD,       150.00,       149.75,       151.20,       142.30,       143.50,                 95686517.50,660345,N, ,15891,       192.10,       116.10
N,D B REALTY LIMITED,       226.80,       228.00,       240.95,       223.60,       237.95,               1281239632.10,5449687,N, ,28397,       250.40,        55.10
N,DISHMAN CARBO AMCIS LTD,       192.75,       192.60,       196.20,       186.60,       193.60,                125798467.10,653491,N, ,16265,       205.50,        80.00
N,DCB BANK LIMITED,       149.85,       149.90,       153.00,       145.20,       149.20,                459644887.85,3083465,N, ,27555,       163.45,        96.55
N,DC INFOTECH AND COMUN LTD,       207.60,       215.00,       217.95,       208.00,       217.95,                  5274648.00,24374,N, ,597,       234.05,       107.50
N,DCM LTD,        82.50,        82.10,        87.00,        82.05,        84.85,                  9371021.70,111174,N, ,1176,        93.35,        70.85
N,DCM NOUVELLE LIMITED,       175.10,       175.65,       179.00,       170.00,       178.30,                  6764922.05,38478,N, ,1075,       214.85,       129.00
N,DCM SHRIRAM LIMITED,       985.75,       993.00,      1007.90,       973.05,      1004.10,                 85596651.20,86217,N, ,11228,      1175.00,       730.20
N,DCM SHRIRAM IND LTD,       168.80,       169.65,       171.50,       163.10,       168.95,                 42523992.60,252462,N, ,4977,       183.20,        59.00
N,DCW LTD,        60.20,        60.00,        61.30,        57.50,        60.10,                373023967.65,6258956,N, ,18264,        67.45,        40.05
N,DCX SYSTEMS LIMITED,       361.20,       360.00,       373.35,       351.25,       367.10,                375154708.30,1027859,N, ,26730,       393.00,       138.00
N,DECCAN CEMENTS LIMITED,       595.60,       597.20,       607.95,       586.05,       596.65,                  9333156.50,15679,N, ,1756,       624.35,       390.05
N,DEEPAK FERTILIZERS & PETR,       653.60,       653.00,       657.95,       630.50,       647.80,                281474662.10,436946,N, ,23524,       716.00,       512.40
N,DEEPAK NITRITE LTD,      2325.35,      2325.40,      2346.90,      2261.00,      2293.05,                674949790.45,293820,N, ,25359,      2521.15,      1730.00
N,DEEP ENE RESOURCES LTD,       193.05,       195.35,       197.45,       187.50,       189.15,                  5773444.55,30190,N, ,1010,       237.00,       135.30
N,DEEP INDUSTRIES LIMITED,       264.50,       263.70,       266.20,       254.55,       262.90,                 40354479.60,154506,N, ,7897,       322.00,       140.10
N,DELHIVERY LIMITED,       403.95,       403.00,       405.60,       392.00,       400.45,                441489687.45,1106487,N, ,22878,       452.40,       291.00
N,DELPHI WORLD MONEY LTD,       295.45,       296.10,       299.45,       286.30,       292.00,                  7587124.00,25865,N, ,989,       473.15,       264.10
N,DELTA CORP LIMITED,       146.35,       145.95,       147.50,       141.30,       145.15,                352874875.95,2442128,N, ,16729,       259.95,       122.60
N,DELTA MANUFACTURING LTD,        98.60,        98.50,       100.00,        96.50,        97.65,                   828700.30,8466,N, ,257,       122.00,        80.15
N,DEN NETWORKS LTD,        61.70,        61.65,        62.20,        58.85,        61.50,                309268486.65,5094137,N, ,13121,        69.40,        25.20
N,DE NEERS TOOLS LIMITED,       225.05,       229.90,       229.90,       226.00,       226.00,                  1096440.00,4800,N, ,8,       279.00,       170.00
N,DE NORA INDIA LIMITED,      1555.00,      1570.30,      1570.30,      1515.05,      1531.65,                 22939265.15,14935,N, ,3688,      2336.95,       740.15
N,VASA DENTICITY LIMITED,       625.60,       615.00,       635.90,       615.00,       632.20,                  2365387.50,3750,N, ,14,       730.00,       237.00
N,DEVYANI INTERNATIONAL LTD,       186.70,       186.70,       186.75,       179.45,       183.40,                310111595.45,1695612,N, ,29359,       227.50,       133.95
N,DIGICONTENT LIMITED,        19.85,        19.95,        20.00,        19.60,        19.65,                   147710.05,7471,N, ,67,        22.60,        13.05
N,DHAMPUR SUGAR MILLS LTD.,       262.55,       261.50,       262.65,       252.60,       255.95,                115029114.40,447777,N, ,15983,       325.75,       202.25
N,DHANLAXMI BANK LIMITED,        40.05,        40.20,        40.80,        37.50,        38.25,                246262444.95,6367448,N, ,16783,        45.00,        13.50
N,DHANI SERVICES LIMITED,        39.65,        39.45,        39.75,        38.25,        39.45,                 56461872.40,1441239,N, ,5772,        44.50,        38.00
N,DHANUKA AGRITECH LTD,      1261.85,      1260.00,      1260.00,      1190.00,      1203.30,                120511460.50,98659,N, ,14438,      1298.00,       605.10
N,DHARMAJ CROP GUARD LTD,       264.50,       263.50,       265.35,       255.15,       260.90,                 27379224.45,105559,N, ,7831,       290.00,       137.00
N,DHRUV CONSULTANCY SER LTD,        62.80,        64.50,        64.80,        60.70,        62.85,                  3033827.50,48103,N, ,910,        71.40,        43.10
N,DHUNSERI INVESTMENTS LTD,      1202.40,      1203.70,      1228.75,      1125.05,      1178.90,                  4542495.65,3883,N, ,869,      1399.00,       555.00
N,DIAMINES & CHEMICALS LTD,       527.70,       522.40,       530.55,       514.60,       517.60,                  5562997.75,10716,N, ,1153,       588.30,       446.10
N,PRATAAP SNACKS LIMITED,      1243.15,      1230.00,      1450.00,      1227.00,      1363.50,                862744197.95,641518,N, ,30435,      1450.00,       661.35
N,DIC INDIA LIMITED,       525.30,       521.40,       527.90,       505.20,       510.90,                  4740600.30,9171,N, ,1141,       555.00,       363.00
N,DIGIKORE STUDIOS LIMITED,       471.90,       490.00,       505.00,       482.00,       497.45,                 30140200.00,60800,N, ,73,       505.35,       255.90
N,DIGISPICE TECHNOLOGIES LT,        30.65,        31.10,        31.10,        29.55,        30.40,                  3156571.35,103885,N, ,687,        38.15,        27.45
N,DEBOCK INDUSTRIES LIMITED,         9.35,         9.35,         9.50,         9.05,         9.35,                 20307298.35,2173956,N, ,2845,        11.85,         8.00
N,DISH TV INDIA LTD.,        20.45,        20.45,        21.65,        19.35,        21.20,               1102610575.65,52769717,N, ,44572,        24.80,        12.40
N,DIVGI TORQTRANSFER SYST L,       993.15,       993.00,      1009.95,       969.80,       999.05,                 19726663.05,19925,N, ,4313,      1150.00,       560.00
N,DIXON TECHNO (INDIA) LTD,      6367.70,      6371.00,      6375.00,      6054.10,      6303.10,               2041031960.50,326794,N, ,42662,      6765.00,      2553.00
N,DJ MEDIAPRINT & LOG LTD,       153.80,       154.15,       154.95,       150.30,       152.60,                  2478645.55,16219,N, ,366,       209.00,       120.10
N,D K ENTERPRISES GLOBAL L,        73.00,        73.00,        81.00,        73.00,        81.00,                   340500.00,4500,N, ,3,       104.70,        46.50
N,D-LINK INDIA LTD,       328.10,       331.40,       333.80,       317.30,       324.90,                 46732041.65,143646,N, ,7207,       364.95,       191.75
N,DMCC SPECIALITY CHEMICALS,       336.05,       337.70,       341.00,       324.40,       328.50,                 15154746.15,46090,N, ,3967,       369.80,       228.25
N,DODLA DAIRY LIMITED,       831.40,       826.25,       854.70,       812.40,       849.70,                 53332513.45,63775,N, ,12292,       930.85,       431.20
N,DOLAT ALGOTECH LIMITED,        64.55,        64.20,        65.70,        62.30,        64.30,                 13728195.85,213880,N, ,2503,        74.05,        39.25
N,DOLLAR INDUSTRIES LIMITED,       446.25,       443.00,       448.75,       433.50,       444.75,                 18871569.45,42652,N, ,4907,       492.00,       310.60
N,DOLLEX AGROTECH LIMITED,        49.05,        49.20,        49.50,        48.50,        48.90,                  1371800.00,28000,N, ,7,        57.90,        22.05
N,DOMS INDUSTRIES LIMITED,      1447.75,      1440.00,      1455.90,      1396.00,      1425.20,                187415247.90,130917,N, ,14598,      1568.00,      1225.60
N,DONEAR IND. LIMITED,       101.50,       101.75,       104.80,        99.55,       104.15,                 24728455.80,241164,N, ,4637,       121.90,        75.70
N,D. P. ABHUSHAN LIMITED,       704.60,       702.20,       709.95,       684.00,       687.90,                  8420928.90,12151,N, ,585,       745.45,       221.55
N,DPSC LIMITED,        18.90,        18.90,        19.15,        18.40,        18.95,                 11836170.25,628034,N, ,2564,        27.85,         9.10
N,D P WIRES LIMITED,       565.80,       562.65,       567.00,       552.00,       562.20,                 11169621.90,19919,N, ,2174,       724.95,       340.55
N,DREAMFOLKS SERVICES LTD,       543.90,       542.10,       548.95,       513.50,       539.50,                281302118.20,530998,N, ,30116,       847.00,       360.00
N,DREDGING CORP OF INDIA,       861.75,       875.00,       885.35,       815.35,       865.45,                657991462.75,766967,N, ,18606,       885.35,       275.30
N,DRONE DESTINATION LIMITED,       153.70,       152.00,       157.95,       149.00,       156.35,                  8272800.00,54000,N, ,52,       177.00,       112.20
N,DYNACONS SYS & SOLN LTD,       691.00,       693.00,       693.00,       662.10,       676.05,                 11857238.25,17542,N, ,3386,       849.00,       284.55
N,DHUNSERI TEA & IND. LTD.,       224.05,       226.00,       227.45,       219.90,       224.75,                  3634941.15,16179,N, ,958,       249.00,       180.40
N,DUCOL ORGS AND COLOURS LT,       110.95,       110.50,       113.95,       110.50,       112.25,                  2156080.00,19200,N, ,23,       209.00,        99.00
N,DUDIGITAL GLOBAL LIMITED,        55.50,        56.85,        58.25,        55.00,        58.25,                  2145625.00,37500,N, ,14,       217.00,        37.05
N,DHUNSERI VENTURES LIMITED,       334.25,       334.25,       342.70,       323.05,       335.00,                 37925258.60,113814,N, ,8939,       377.30,       211.05
N,DWARIKESH SUGAR IND LTD,        84.90,        84.90,        85.55,        82.80,        83.80,                 95852726.85,1142532,N, ,9841,       109.80,        75.00
N,DYNAMIC CABLES LIMITED,       443.25,       443.25,       451.45,       426.05,       448.35,                 13356532.85,30199,N, ,1906,       521.30,       383.50
N,DYNAMATIC TECHNOLOGIES,      5250.85,      5215.05,      5950.00,      5129.00,      5735.85,                529099281.25,91775,N, ,19763,      5950.00,      2310.00
N,DYNAMIC SRVCS & SEC LTD,       118.15,       122.00,       122.00,       114.70,       119.00,                  1397650.00,12000,N, ,11,       164.75,        16.25
N,DYNEMIC PRODUCTS LIMITED,       279.20,       277.90,       281.75,       271.10,       273.35,                 12273582.80,44718,N, ,2927,       418.70,       230.00
N,EASY TRIP PLANNERS LTD,        45.95,        46.05,        47.25,        43.55,        45.40,               1286573549.30,28311306,N, ,684984,        56.40,        37.00
N,ECLERX SERVICES LTD,      2703.55,      2717.10,      2733.95,      2561.60,      2647.05,                225275205.80,85230,N, ,12964,      2828.00,      1272.00
N,EDELWEISS FIN SERV LTD,        73.80,        73.55,        75.30,        72.05,        73.85,                387108128.05,5229232,N, ,36268,        87.80,        43.70
N,E FACTOR EXPERIENCES LTD,       165.70,       167.00,       167.00,       162.00,       163.15,                 13080320.00,80000,N, ,46,       208.00,       115.00
N,ELECTRO FORCE (INDIA) LTD,       118.80,       117.00,       118.60,       114.05,       117.75,                 13725360.00,117600,N, ,96,       142.00,        95.10
N,EID PARRY INDIA LTD,       576.65,       572.60,       576.90,       553.35,       564.90,                275593734.20,488321,N, ,18249,       591.30,       433.20
N,EURO (I) FRESH FOODS LTD,       143.10,       142.50,       148.50,       142.50,       143.35,                  2686085.15,18538,N, ,421,       192.00,       132.05
N,EIH ASSOCIATED HOTELS LTD,       530.10,       525.00,       625.55,       513.15,       584.15,                281800966.35,486418,N, ,31430,       625.55,       365.00
N,EIH LIMITED,       283.35,       283.15,       290.35,       274.40,       285.70,                340676875.35,1198154,N, ,32480,       294.50,       150.35
N,EVEREST KANTO CYLINDERLTD,       136.35,       135.85,       137.25,       128.75,       134.05,                118048156.80,888462,N, ,11899,       153.20,        66.00
N,ELDECO HSG & IND LTD.,       801.60,       808.00,       861.00,       783.50,       811.10,                 15286845.50,18497,N, ,2347,       868.00,       517.20
N,ELECON ENG. CO. LTD,      1018.80,      1017.00,      1028.00,       957.55,      1016.15,                445803573.90,444908,N, ,38291,      1093.60,       349.85
N,ELECTROSTEEL CASTINGS LTD,       134.85,       135.00,       142.00,       132.50,       141.30,               1076523654.35,7773152,N, ,34998,       142.00,        31.50
N,ELGI EQUIPMENTS LTD,       541.75,       542.85,       548.00,       524.00,       544.05,                123612070.30,228197,N, ,18716,       623.00,       357.95
N,ELIN ELECTRONICS LIMITED,       162.10,       162.90,       170.80,       157.90,       168.50,                134830219.35,812428,N, ,19563,       233.70,       116.00
N,EMAMI LIMITED,       514.75,       517.60,       517.60,       504.35,       508.60,                358767562.85,706123,N, ,20190,       588.60,       340.55
N,EMAMI PAPER MILLS LIMITED,       118.95,       119.95,       120.50,       118.00,       119.80,                  2855069.75,23897,N, ,541,       155.00,       100.05
N,EMBASSY OFFICE PARKS REIT,       351.51,       350.26,       356.64,       349.00,       354.78,                344367516.24,975575,N, ,19305,       357.30,       284.00
N,ELECTRONICS MART IND LTD,       224.20,       221.65,       225.30,       212.15,       222.15,                 55329328.45,250670,N, ,4686,       244.55,        61.60
N,EMKAY TAP & CUT. TOOL LTD,       715.00,       700.00,       725.00,       700.00,       725.00,                  1068000.00,1500,N, ,5,       730.00,       259.05
N,EMMBI INDUSTRIES LIMITED,       109.10,       108.00,       115.00,       107.05,       112.40,                 13560247.25,120711,N, ,1874,       127.00,        73.20
N,EMS LIMITED,       436.90,       444.45,       458.70,       425.10,       458.70,                298842065.30,664777,N, ,8764,       487.60,       246.50
N,EMUDHRA LIMITED,       481.25,       484.80,       484.80,       450.00,       467.30,                153898028.95,330727,N, ,23959,       534.80,       206.80
N,ENDURANCE TECHNO. LTD.,      2042.10,      2049.45,      2050.00,      1950.00,      2036.40,                191982417.70,95265,N, ,18660,      2318.80,      1179.00
N,ENGINEERS INDIA LTD,       217.80,       218.10,       225.50,       205.00,       223.55,               3311999209.75,15170346,N, ,101525,       232.50,        70.05
N,ENTERTAIN NET. IND. LTD.,       244.70,       246.80,       254.50,       236.70,       241.45,                 67491679.35,276404,N, ,14075,       259.70,       110.00
N,EPIGRAL LIMITED,      1013.15,      1013.00,      1013.10,       975.00,       991.05,                 77008843.85,77780,N, ,11603,      1221.00,       815.00
N,EPL LIMITED,       197.65,       198.80,       203.70,       195.45,       197.75,                363280755.40,1829796,N, ,25467,       236.15,       147.00
N,EQUITAS SMALL FIN BNK LTD,       110.00,       110.50,       112.75,       106.20,       111.75,                561759116.85,5114676,N, ,28590,       116.50,        52.25
N,ERIS LIFESCIENCES LIMITED,       903.10,       892.35,       902.95,       878.25,       893.40,                 42392432.85,47446,N, ,8399,       971.90,       551.30
N,EROS INTL MEDIA LTD,        25.30,        25.20,        25.75,        23.65,        24.55,                 23548696.45,955714,N, ,2516,        32.10,        17.30
N,ESAB INDIA LTD,      5618.40,      5618.40,      5629.65,      5480.05,      5571.25,                 13947261.90,2505,N, ,917,      6585.95,      3244.85
N,ESAF SMALL FINANCE BANK L,        69.90,        69.45,        70.45,        67.75,        69.35,                140578710.50,2035311,N, ,8713,        75.40,        66.05
N,ESCORTS KUBOTA LIMITED,      2900.60,      2894.90,      2926.00,      2820.00,      2907.80,                748786599.10,260512,N, ,20424,      3440.15,      1807.70
N,ESSEN SPECIALITY FILMS L,       211.95,       211.00,       215.50,       208.20,       212.60,                 13007760.00,61200,N, ,48,       247.85,       124.05
N,ESSAR SHIPPING LTD,        29.95,        29.45,        30.00,        28.50,        29.75,                 15646379.90,534710,N, ,2413,        38.95,        11.90
