EQ,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INE159A01016,Pharmaceuticals,PHARMACEUTICALS,2186
EQ,MAHABANK,Bank of Maharashtra,INE457A01014,Public Sector Bank,BANKS,53.4
EQ,GUJGASLTD,Gujarat Gas Limited,INE844O01030,Gas Transmission/Marketing,GAS,555.15
EQ,CRISIL,CRISIL Limited,INE007A01025,Other Financial Services,FINANCE,3809.5
EQ,GLAND,Gland Pharma Limited,INE068V01023,Pharmaceuticals,info industry NA ,1913
EQ,FORTIS,Fortis Healthcare Limited,INE061F01013,Hospital,MISCELLANEOUS,428.8
EQ,BDL,Bharat Dynamics Limited,INE171Z01018,Aerospace & Defense,info industry NA ,1674.95
EQ,STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,General Insurance,info industry NA ,555.2
EQ,MANYAVAR,Vedant Fashions Limited,INE825V01034,Speciality Retail,info industry NA ,1119.45
EQ,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,Auto Components & Equipments,info industry NA ,16678
EQ,LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,Sponge Iron,info industry NA ,597
EQ,BSE,BSE Limited,INE118H01025,Exchange and Data Platform,info industry NA ,2142
EQ,BIOCON,Biocon Limited,INE376G01013,Pharmaceuticals,PHARMACEUTICALS,259.35
EQ,LICHSGFIN,LIC Housing Finance Limited,INE115A01026,Housing Finance Company,FINANCE - HOUSING,579.9
EQ,KEI,KEI Industries Limited,INE878B01027,Cables - Electricals,CABLES - POWER,3182
EQ,IGL,Indraprastha Gas Limited,INE203G01027,LPG/CNG/PNG/LNG Supplier,GAS,403.7
EQ,ANGELONE,Angel One Limited,INE732I01013,Stockbroking & Allied,info industry NA ,2880
EQ,JKCEMENT,JK Cement Limited,INE823G01014,Cement & Cement Products,CEMENT AND CEMENT PRODUCTS,4195
EQ,ITI,ITI Limited,INE248A01017,Telecom - Equipment & Accessories,TELECOMMUNICATION - EQUIPMENT,341.1
EQ,PSB,Punjab & Sind Bank,INE608A01012,Public Sector Bank,BANKS,46.5
EQ,APOLLOTYRE,Apollo Tyres Limited,INE438A01022,Tyres & Rubber Products,TYRES,516.8
EQ,DELHIVERY,Delhivery Limited,INE148O01028,Logistics Solution Provider,info industry NA ,401.3
EQ,IPCALAB,IPCA Laboratories Limited,INE571A01038,Pharmaceuticals,PHARMACEUTICALS,1119
EQ,SYNGENE,Syngene International Limited,INE398R01022,Healthcare Research Analytics & Technology,PHARMACEUTICALS,682
EQ,KPRMILL,K.P.R. Mill Limited,INE930H01031,Other Textile Products,TEXTILE PRODUCTS,769.7
EQ,TATACHEM,Tata Chemicals Limited,INE092A01019,Commodity Chemicals,CHEMICALS - INORGANIC,1009
EQ,SUNTV,Sun TV Network Limited,INE424H01027,TV Broadcasting & Software Production,MEDIA & ENTERTAINMENT,649
EQ,NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,Asset Management Company,info industry NA ,513.3
EQ,IREDA,Indian Renewable Energy Development Agency Limited,INE202E01016,Financial Institution,info industry NA ,169.8
EQ,MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,Auto Components & Equipments,info industry NA ,61
EQ,ENDURANCE,Endurance Technologies Limited,INE913H01037,Auto Components & Equipments,info industry NA ,1999
EQ,EXIDEIND,Exide Industries Limited,INE302A01020,Auto Components & Equipments,AUTO ANCILLARIES,311.3
EQ,KANSAINER,Kansai Nerolac Paints Limited,INE531A01024,Paints,PAINTS,333.15
EQ,AJANTPHARM,Ajanta Pharma Limited,INE031B01049,Pharmaceuticals,PHARMACEUTICALS,2180
EQ,HINDCOPPER,Hindustan Copper Limited,INE531E01026,Copper,METALS,281.9
EQ,ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,TV Broadcasting & Software Production,MEDIA & ENTERTAINMENT,164.75
EQ,SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,Auto Components & Equipments,FASTNERS,1270
EQ,GRINDWELL,Grindwell Norton Limited,INE536A01023,Abrasives & Bearings,ABRASIVES,2385
EQ,MEDANTA,Global Health Limited,INE474Q01031,Hospital,info industry NA ,1108
EQ,360ONE,360 ONE WAM LIMITED,INE466L01038,Other Financial Services,info industry NA ,631.35
EQ,CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,Microfinance Institutions,info industry NA ,1599
EQ,CYIENT,Cyient Limited,INE136B01020,IT Enabled Services,COMPUTERS - SOFTWARE,2020.7
EQ,HATSUN,Hatsun Agro Product Limited,INE473B01035,Dairy Products,FOOD AND FOOD PROCESSING,1112.15
EQ,HUDCO,Housing & Urban Development Corporation Limited,INE031A01017,Financial Institution,info industry NA ,164.85
EQ,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,INE572A01036,Pharmaceuticals,PHARMACEUTICALS,1694
EQ,IRB,IRB Infrastructure Developers Limited,INE821I01022,Civil Construction,CONSTRUCTION,50.7
EQ,GODREJIND,Godrej Industries Limited,INE233A01035,Diversified,FOOD AND FOOD PROCESSING,845
EQ,EMAMILTD,Emami Limited,INE548C01032,Personal Care,PERSONAL CARE,493
EQ,NH,Narayana Hrudayalaya Ltd.,INE410P01011,Hospital,MISCELLANEOUS,1265
EQ,TIMKEN,Timken India Limited,INE325A01013,Abrasives & Bearings,BEARINGS,3295
EQ,APARINDS,Apar Industries Limited,INE372A01015,Other Electrical Equipment,ELECTRICAL EQUIPMENT,5465
EQ,NATIONALUM,National Aluminium Company Limited,INE139A01034,Aluminium,ALUMINIUM,142.05
EQ,RAMCOCEM,The Ramco Cements Limited,INE331A01037,Cement & Cement Products,CEMENT AND CEMENT PRODUCTS,975
EQ,GLENMARK,Glenmark Pharmaceuticals Limited,INE935A01035,Pharmaceuticals,PHARMACEUTICALS,893.55
